match_key,source,tour,tournament,year,round_label,round_num,date,player_a,player_b,favorite,favorite_prob,winner,favorite_won,logged_at,market_prob_a,status_detail,ended_by_retirement
ATP|Montreal Open|2026|R6|Jodar R.::Nakashima B.,kaggle_concluded,ATP,Montreal Open,2026,Semifinal,6,2026-08-12 00:00:00+00:00,Nakashima B.,Jodar R.,Jodar R.,0.5048,Nakashima B.,False,2026-08-19 17:00:38.701109+00:00,,,
ATP|Montreal Open|2026|R6|Shelton B.::Tien L.,kaggle_concluded,ATP,Montreal Open,2026,Semifinal,6,2026-08-13 00:00:00+00:00,Tien L.,Shelton B.,Shelton B.,0.5857,Shelton B.,True,2026-08-19 17:00:38.702110+00:00,,,
ATP|Montreal Open|2026|R7|Nakashima B.::Shelton B.,kaggle_concluded,ATP,Montreal Open,2026,Final,7,2026-08-14 00:00:00+00:00,Shelton B.,Nakashima B.,Shelton B.,0.6405,Shelton B.,True,2026-08-19 17:00:38.702110+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Altmaier D.::Vukic A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Altmaier D.,Vukic A.,Altmaier D.,0.5364,Altmaier D.,True,2026-08-29 22:59:01.892984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Baez S.::Bellucci M.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Bellucci M.,Baez S.,Baez S.,0.566,Baez S.,True,2026-08-29 22:59:01.894985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Bonzi B.::Hanfmann Y.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-03 00:00:00+00:00,Bonzi B.,Hanfmann Y.,Hanfmann Y.,0.5866,Hanfmann Y.,True,2026-08-29 22:59:01.880984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Borges N.::Kovacevic A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-03 00:00:00+00:00,Borges N.,Kovacevic A.,Borges N.,0.6065,Borges N.,True,2026-08-29 22:59:01.881986+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Burruchaga R.::Popyrin A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Burruchaga R.,Popyrin A.,Burruchaga R.,0.6213,Popyrin A.,False,2026-08-29 22:59:01.895985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Carrenobusta P.::Royer V.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Carrenobusta P.,Royer V.,Carrenobusta P.,0.5913,Royer V.,False,2026-08-29 22:59:01.897984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Cerundolo J.M.::Medjedovic H.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Cerundolo J.M.,Medjedovic H.,Cerundolo J.M.,0.5326,Cerundolo J.M.,True,2026-08-29 22:59:01.899985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Cilic M.::Shimabukuro S.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Cilic M.,Shimabukuro S.,Cilic M.,0.6634,Cilic M.,True,2026-08-29 22:59:01.900984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Damm M.::Tsitsipas S.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Damm M.,Tsitsipas S.,Tsitsipas S.,0.6365,Tsitsipas S.,True,2026-08-29 22:59:01.902984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Atmane T.::Draper J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Draper J.,Atmane T.,Draper J.,0.7831,Atmane T.,False,2026-08-29 22:59:01.903983+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Duckworth J.::O Connell C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-03 00:00:00+00:00,Duckworth J.,O Connell C.,O Connell C.,0.5113,Duckworth J.,False,2026-08-29 22:59:01.883983+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Fearnley J.::Mannarino A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Fearnley J.,Mannarino A.,Mannarino A.,0.6842,Fearnley J.,False,2026-08-29 22:59:01.905985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Galarneau A.::Kopriva V.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-03 00:00:00+00:00,Galarneau A.,Kopriva V.,Kopriva V.,0.6657,Kopriva V.,True,2026-08-29 22:59:01.885985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Giron M.::Hurkacz H.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Hurkacz H.,Giron M.,Hurkacz H.,0.5539,Hurkacz H.,True,2026-08-29 22:59:01.906984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Diallo G.::Jacquet K.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Jacquet K.,Diallo G.,Diallo G.,0.5657,Diallo G.,True,2026-08-29 22:59:01.908985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Marozsan F.::Mochizuki S.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Marozsan F.,Mochizuki S.,Marozsan F.,0.6604,Marozsan F.,True,2026-08-29 22:59:01.910984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Landaluce M.::Mejia N.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-03 00:00:00+00:00,Mejia N.,Landaluce M.,Landaluce M.,0.6834,Mejia N.,False,2026-08-29 22:59:01.887986+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Draxl L.::Merida Aguilar D.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Merida Aguilar D.,Draxl L.,Merida Aguilar D.,0.7043,Merida Aguilar D.,True,2026-08-29 22:59:01.911985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Majchrzak K.::Monfils G.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Monfils G.,Majchrzak K.,Majchrzak K.,0.6175,Monfils G.,False,2026-08-29 22:59:01.913984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Fucsovics M.::Moutet C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Moutet C.,Fucsovics M.,Moutet C.,0.5519,Moutet C.,True,2026-08-29 22:59:01.915988+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Hijikata R.::Munar J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-02 00:00:00+00:00,Munar J.,Hijikata R.,Munar J.,0.5971,Munar J.,True,2026-08-29 22:59:01.876985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Berrettini M.::Navone M.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-03 00:00:00+00:00,Navone M.,Berrettini M.,Berrettini M.,0.7451,Navone M.,False,2026-08-29 22:59:01.888986+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Griekspoor T.::Sonego L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Sonego L.,Griekspoor T.,Griekspoor T.,0.5796,Griekspoor T.,True,2026-08-29 22:59:01.916985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Michelsen A.::Struff J.L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Struff J.L.,Michelsen A.,Michelsen A.,0.7301,Michelsen A.,True,2026-08-29 22:59:01.918985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Chan D.::Tirante T.A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Tirante T.A.,Chan D.,Tirante T.A.,0.547,Tirante T.A.,True,2026-08-29 22:59:01.919984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Norrie C.::Ugocarabelli C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Ugocarabelli C.,Norrie C.,Norrie C.,0.6724,Norrie C.,True,2026-08-29 22:59:01.921984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Shang J.::Vallejo D.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-02 00:00:00+00:00,Vallejo D.,Shang J.,Vallejo D.,0.5911,Shang J.,False,2026-08-29 22:59:01.878986+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Droguet T.::Vanassche L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-03 00:00:00+00:00,Vanassche L.,Droguet T.,Droguet T.,0.5525,Droguet T.,True,2026-08-29 22:59:01.890988+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Mpetshi Perricard G.::Vandezandschulp B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Vandezandschulp B.,Mpetshi Perricard G.,Vandezandschulp B.,0.5553,Vandezandschulp B.,True,2026-08-29 22:59:01.923984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Brooksby J.::Walton A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Walton A.,Brooksby J.,Brooksby J.,0.6639,Brooksby J.,True,2026-08-29 22:59:01.925985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R1|Kecmanovic M.::Zheng M.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 1,1,2026-08-04 00:00:00+00:00,Zheng M.,Kecmanovic M.,Kecmanovic M.,0.5663,Kecmanovic M.,True,2026-08-29 22:59:01.926984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Altmaier D.::Nakashima B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-04 00:00:00+00:00,Altmaier D.,Nakashima B.,Nakashima B.,0.7207,Nakashima B.,True,2026-08-29 22:59:01.927984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Baez S.::Bergs Z.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Baez S.,Bergs Z.,Bergs Z.,0.5911,Bergs Z.,True,2026-08-29 22:59:01.931984+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Borges N.::Etcheverry T.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Borges N.,Etcheverry T.,Etcheverry T.,0.5318,Borges N.,False,2026-08-29 22:59:01.933580+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Buse I.::Norrie C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Buse I.,Norrie C.,Norrie C.,0.5782,Norrie C.,True,2026-08-29 22:59:01.934505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Cerundolo J.M.::Ruud C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Cerundolo J.M.,Ruud C.,Ruud C.,0.6491,Ruud C.,True,2026-08-29 22:59:01.935505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Collignon R.::Popyrin A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Collignon R.,Popyrin A.,Collignon R.,0.664,Popyrin A.,False,2026-08-29 22:59:01.936505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Droguet T.::Faria J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-06 00:00:00+00:00,Droguet T.,Faria J.,Faria J.,0.5182,Droguet T.,False,2026-08-29 22:59:01.960505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Deminaur A.::Duckworth J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Duckworth J.,Deminaur A.,Deminaur A.,0.5766,Deminaur A.,True,2026-08-29 22:59:01.938505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Fils A.::Svajda Z.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Fils A.,Svajda Z.,Fils A.,0.8213,Fils A.,True,2026-08-29 22:59:01.939505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Fonseca J.::Tsitsipas S.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Fonseca J.,Tsitsipas S.,Fonseca J.,0.5206,Fonseca J.,True,2026-08-29 22:59:01.940504+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Fritz T.::Tirante T.A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Fritz T.,Tirante T.A.,Fritz T.,0.7869,Tirante T.A.,False,2026-08-29 22:59:01.941505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Cobolli F.::Hanfmann Y.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Hanfmann Y.,Cobolli F.,Cobolli F.,0.5643,Hanfmann Y.,False,2026-08-29 22:59:01.943506+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Hurkacz H.::Tabilo A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Hurkacz H.,Tabilo A.,Tabilo A.,0.6396,Hurkacz H.,False,2026-08-29 22:59:01.944506+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Jodar R.::Moutet C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Jodar R.,Moutet C.,Jodar R.,0.6445,Jodar R.,True,2026-08-29 22:59:01.946505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Atmane T.::Khachanov K.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Khachanov K.,Atmane T.,Khachanov K.,0.565,Atmane T.,False,2026-08-29 22:59:01.947505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Kopriva V.::Lehecka J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-04 00:00:00+00:00,Lehecka J.,Kopriva V.,Lehecka J.,0.7553,Lehecka J.,True,2026-08-29 22:59:01.929985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Arnaldi M.::Marozsan F.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Marozsan F.,Arnaldi M.,Marozsan F.,0.6087,Arnaldi M.,False,2026-08-29 22:59:01.948505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Medvedev D.::Vandezandschulp B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-06 00:00:00+00:00,Medvedev D.,Vandezandschulp B.,Medvedev D.,0.8388,Vandezandschulp B.,False,2026-08-29 22:59:01.961505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Mejia N.::Musetti L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Mejia N.,Musetti L.,Musetti L.,0.8052,Musetti L.,True,2026-08-29 22:59:01.949507+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Fearnley J.::Mensik J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Mensik J.,Fearnley J.,Mensik J.,0.8545,Mensik J.,True,2026-08-29 22:59:01.950505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Humbert U.::Merida Aguilar D.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Merida Aguilar D.,Humbert U.,Humbert U.,0.6415,Merida Aguilar D.,False,2026-08-29 22:59:01.951504+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Cerundolo F.::Michelsen A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Michelsen A.,Cerundolo F.,Cerundolo F.,0.5062,Michelsen A.,False,2026-08-29 22:59:01.953507+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Kecmanovic M.::Rinderknech A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Rinderknech A.,Kecmanovic M.,Rinderknech A.,0.5804,Rinderknech A.,True,2026-08-29 22:59:01.954505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Paul T.::Royer V.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-06 00:00:00+00:00,Royer V.,Paul T.,Paul T.,0.8079,Paul T.,True,2026-08-29 22:59:01.962505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Rublev A.::Shang J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-04 00:00:00+00:00,Rublev A.,Shang J.,Rublev A.,0.6281,Shang J.,False,2026-08-29 22:59:01.930985+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Brooksby J.::Shelton B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Shelton B.,Brooksby J.,Shelton B.,0.7216,Shelton B.,True,2026-08-29 22:59:01.955505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Cilic M.::Tiafoe F.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Tiafoe F.,Cilic M.,Tiafoe F.,0.6567,Tiafoe F.,True,2026-08-29 22:59:01.956505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Monfils G.::Tien L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-06 00:00:00+00:00,Tien L.,Monfils G.,Tien L.,0.6239,Tien L.,True,2026-08-29 22:59:01.963506+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Navone M.::Vacherot V.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Vacherot V.,Navone M.,Vacherot V.,0.7758,Navone M.,False,2026-08-29 22:59:01.957505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R2|Griekspoor T.::Zverev A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 2,2,2026-08-05 00:00:00+00:00,Zverev A.,Griekspoor T.,Zverev A.,0.7895,Griekspoor T.,False,2026-08-29 22:59:01.958507+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Bergs Z.::Shelton B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-07 00:00:00+00:00,Bergs Z.,Shelton B.,Shelton B.,0.7345,Shelton B.,True,2026-08-29 22:59:01.968505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Blockx A.::Lehecka J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-06 00:00:00+00:00,Blockx A.,Lehecka J.,Lehecka J.,0.7165,Lehecka J.,True,2026-08-29 22:59:01.964505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Borges N.::Hanfmann Y.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-06 00:00:00+00:00,Borges N.,Hanfmann Y.,Hanfmann Y.,0.5179,Borges N.,False,2026-08-29 22:59:01.965504+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Deminaur A.::Norrie C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-06 00:00:00+00:00,Deminaur A.,Norrie C.,Norrie C.,0.6724,Norrie C.,True,2026-08-29 22:59:01.966504+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Droguet T.::Nakashima B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-07 00:00:00+00:00,Droguet T.,Nakashima B.,Nakashima B.,0.6571,Nakashima B.,True,2026-08-29 22:59:01.969505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Fils A.::Navone M.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-06 00:00:00+00:00,Fils A.,Navone M.,Fils A.,0.8483,Fils A.,True,2026-08-29 22:59:01.966504+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Arnaldi M.::Griekspoor T.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-07 00:00:00+00:00,Griekspoor T.,Arnaldi M.,Griekspoor T.,0.6632,Griekspoor T.,True,2026-08-29 22:59:01.970506+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Jodar R.::Musetti L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-07 00:00:00+00:00,Jodar R.,Musetti L.,Musetti L.,0.5642,Jodar R.,False,2026-08-29 22:59:01.971505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Atmane T.::Mensik J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-07 00:00:00+00:00,Mensik J.,Atmane T.,Mensik J.,0.731,Mensik J.,True,2026-08-29 22:59:01.972505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Merida Aguilar D.::Michelsen A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-07 00:00:00+00:00,Michelsen A.,Merida Aguilar D.,Michelsen A.,0.6358,Merida Aguilar D.,False,2026-08-29 22:59:01.973505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Paul T.::Tien L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-08 00:00:00+00:00,Paul T.,Tien L.,Tien L.,0.5027,Tien L.,True,2026-08-29 22:59:01.975505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Fonseca J.::Ruud C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-08 00:00:00+00:00,Ruud C.,Fonseca J.,Ruud C.,0.5417,Fonseca J.,False,2026-08-29 22:59:01.976505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Darderi L.::Shang J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-06 00:00:00+00:00,Shang J.,Darderi L.,Shang J.,0.6,Darderi L.,False,2026-08-29 22:59:01.968505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Popyrin A.::Tirante T.A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-08 00:00:00+00:00,Tirante T.A.,Popyrin A.,Tirante T.A.,0.5997,Tirante T.A.,True,2026-08-29 22:59:01.976505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R3|Hurkacz H.::Vandezandschulp B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 3,3,2026-08-07 00:00:00+00:00,Vandezandschulp B.,Hurkacz H.,Hurkacz H.,0.5637,Vandezandschulp B.,False,2026-08-29 22:59:01.974505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R4|Borges N.::Darderi L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 4,4,2026-08-08 00:00:00+00:00,Darderi L.,Borges N.,Borges N.,0.6002,Darderi L.,False,2026-08-29 22:59:01.977505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R4|Jodar R.::Lehecka J.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 4,4,2026-08-09 00:00:00+00:00,Jodar R.,Lehecka J.,Lehecka J.,0.5614,Jodar R.,False,2026-08-29 22:59:01.979506+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R4|Griekspoor T.::Merida Aguilar D.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 4,4,2026-08-09 00:00:00+00:00,Merida Aguilar D.,Griekspoor T.,Griekspoor T.,0.5495,Merida Aguilar D.,False,2026-08-29 22:59:01.980505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R4|Fils A.::Norrie C.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 4,4,2026-08-09 00:00:00+00:00,Norrie C.,Fils A.,Fils A.,0.6513,Fils A.,True,2026-08-29 22:59:01.980505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R4|Nakashima B.::Rinderknech A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 4,4,2026-08-08 00:00:00+00:00,Rinderknech A.,Nakashima B.,Nakashima B.,0.6037,Nakashima B.,True,2026-08-29 22:59:01.978505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R4|Fonseca J.::Shelton B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 4,4,2026-08-09 00:00:00+00:00,Shelton B.,Fonseca J.,Shelton B.,0.6845,Shelton B.,True,2026-08-29 22:59:01.981504+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R4|Tien L.::Tirante T.A.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 4,4,2026-08-09 00:00:00+00:00,Tirante T.A.,Tien L.,Tien L.,0.6954,Tien L.,True,2026-08-29 22:59:01.982506+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R4|Mensik J.::Vandezandschulp B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Round 4,4,2026-08-10 00:00:00+00:00,Vandezandschulp B.,Mensik J.,Mensik J.,0.7809,Mensik J.,True,2026-08-29 22:59:01.983505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R5|Fils A.::Jodar R.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Quarterfinal,5,2026-08-11 00:00:00+00:00,Fils A.,Jodar R.,Fils A.,0.6139,Jodar R.,False,2026-08-29 22:59:01.984505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R5|Merida Aguilar D.::Tien L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Quarterfinal,5,2026-08-12 00:00:00+00:00,Merida Aguilar D.,Tien L.,Tien L.,0.661,Tien L.,True,2026-08-29 22:59:01.986504+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R5|Darderi L.::Nakashima B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Quarterfinal,5,2026-08-11 00:00:00+00:00,Nakashima B.,Darderi L.,Nakashima B.,0.732,Nakashima B.,True,2026-08-29 22:59:01.984505+00:00,,,
