player,tour,status,hand,backhand,wikipedia_title,raw_plays,height_cm,height_status,birth_year,birth_year_status
Contreras Gomez F.,WTA,resolved,Right-handed,one-handed,Fernanda Contreras Gómez,Right (one-handed backhand),170.0,resolved,1997,resolved
Cornet A.,WTA,resolved,Right-handed,two-handed,Alizé Cornet,Right-handed (two-handed backhand),173.0,resolved,1990,resolved
Costoulas S.,WTA,resolved,Right-handed,two-handed,Sofia Costoulas,Right (two-handed backhand),,missing_height_field,2005,resolved
Crawley F.,WTA,resolved,Right-handed,two-handed,Fiona Crawley,Right (two-handed backhand),167.6,resolved,2002,resolved
Cristian J.,WTA,resolved,Right-handed,two-handed,Jaqueline Cristian,Right (two-handed backhand),182.0,resolved,1998,resolved
Cross K.,WTA,resolved,Left-handed,two-handed,Kayla Cross,Left (two-handed backhand),176.0,resolved,2005,resolved
Curmi F.,WTA,resolved,Right-handed,two-handed,Francesca Curmi,Right (two-handed backhand),,missing_height_field,2002,resolved
Danilina A.,WTA,resolved,Right-handed,two-handed,Anna Danilina,Right (two-handed backhand),178.0,resolved,1995,resolved
Danilovic O.,WTA,resolved,Left-handed,two-handed,Olga Danilović,Left-handed (two-handed backhand),182.0,resolved,2001,resolved
Dart H.,WTA,resolved,Right-handed,two-handed,Harriet Dart,Right (two-handed backhand),175.0,resolved,1996,resolved
Davis L.,WTA,unresolved_name,,,,,,,,
Day K.,WTA,resolved,Left-handed,two-handed,Kayla Day,Left (two-handed backhand),173.0,resolved,1999,resolved
Di Giuseppe M.,WTA,resolved,Right-handed,one-handed,Martina Di Giuseppe,Right (one-handed backhand),,missing_height_field,1991,resolved
Di Lorenzo F.,WTA,resolved,Left-handed,two-handed,Francesca Di Lorenzo,Left-handed (two-handed backhand),170.2,resolved,1997,resolved
Di Sarra F.,WTA,resolved,Right-handed,two-handed,Federica Di Sarra,Right (two-handed backhand),,missing_height_field,1990,resolved
Diatchenko V.,WTA,resolved,Right-handed,two-handed,Vitalia Diatchenko,Right (two-handed both sides),180.0,resolved,1990,resolved
Diyas Z.,WTA,resolved,Right-handed,two-handed,Zarina Diyas,Right (two-handed backhand),172.0,resolved,1993,resolved
Dodin O.,WTA,resolved,Right-handed,two-handed,Océane Dodin,Right (two-handed backhand),183.0,resolved,1996,resolved
Doi M.,WTA,resolved,Left-handed,two-handed,Misaki Doi,Left (two-handed backhand),159.0,resolved,1991,resolved
Dolehide C.,WTA,unresolved_name,,,,,,,,
Dudeney A.,WTA,hand_only_no_backhand,Right-handed,,Alicia Dudeney,Right-handed,178.0,resolved,2003,resolved
Duerst J.,WTA,unresolved_name,,,,,,,,
Eala A.,WTA,resolved,Left-handed,two-handed,Alexandra Eala,Left-handed (two-handed backhand),175.0,resolved,2005,resolved
Efremova K.,WTA,missing_plays_field,,,Ksenia Efremova,,,missing_height_field,2009,resolved
Eikeri U.,WTA,resolved,Right-handed,two-handed,Ulrikke Eikeri,Right (two-handed backhand),,missing_height_field,1992,resolved
El Allami M.,WTA,resolved,Right-handed,two-handed,Malak El Allami,Right-handed (two-handed backhand),,missing_height_field,2006,resolved
El Aouni A.,WTA,resolved,Right-handed,two-handed,Aya El Aouni,Right-handed (two-handed backhand),,missing_height_field,2005,resolved
El Jardi D.,WTA,resolved,Right-handed,two-handed,Diae El Jardi,Right (two-handed backhand),,missing_height_field,2000,resolved
Erjavec V.,WTA,resolved,Right-handed,two-handed,Veronika Erjavec,Right (two-handed backhand),167.0,resolved,1999,resolved
Errani S.,WTA,resolved,Right-handed,two-handed,Sara Errani,Right-handed (two-handed backhand),164.0,resolved,1987,resolved
Ewald W.,WTA,resolved,Right-handed,two-handed,Weronika Ewald,Right (two-handed backhand),,missing_height_field,2006,resolved
Falei A.,WTA,resolved,Right-handed,two-handed,Aliona Falei,Right (two-handed backhand),,missing_height_field,2004,resolved
Falkner Z.,WTA,resolved,Right-handed,two-handed,Živa Falkner,Right (two-handed backhand),,missing_height_field,2002,resolved
Falkowska W.,WTA,resolved,Right-handed,two-handed,Weronika Falkowska,Right (two-handed backhand),176.0,resolved,2000,resolved
Fernandez L.,WTA,resolved,Left-handed,two-handed,Leylah Fernandez,Left-handed (two-handed backhand),168.0,resolved,2002,resolved
Fernandez L.A.,WTA,no_infobox,,,Laura Fernández,,,missing_height_field,1986,resolved
Ferrando C.,WTA,resolved,Right-handed,two-handed,Cristiana Ferrando,Right-handed (two-handed backhand),,missing_height_field,1995,resolved
Ferro F.,WTA,resolved,Right-handed,two-handed,Fiona Ferro,Right-handed (two-handed backhand),170.0,resolved,1997,resolved
Fett J.,WTA,resolved,Right-handed,two-handed,Jana Fett,Right-handed (two-handed backhand),168.0,resolved,1996,resolved
Fita Boluda A.,WTA,hand_only_no_backhand,Left-handed,,Ángela Fita Boluda,Left-handed,176.0,resolved,1999,resolved
Flipkens K.,WTA,resolved,Right-handed,two-handed,Kirsten Flipkens,Right-handed (two-handed backhand),165.0,resolved,1986,resolved
Fossa Huergo N.,WTA,missing_plays_field,,,Nicole Fossa Huergo,,,missing_height_field,1995,resolved
Fourlis J.,WTA,resolved,Right-handed,two-handed,Jaimee Fourlis,Right (two-handed backhand),168.0,resolved,1999,resolved
Frech M.,WTA,resolved,Right-handed,two-handed,Magdalena Fręch,Right-handed (two-handed backhand),171.0,resolved,1997,resolved
Friedsam A.L.,WTA,resolved,Right-handed,two-handed,Anna-Lena Friedsam,Right-handed (two-handed backhand),174.0,resolved,1994,resolved
Frodin T.,WTA,resolved,Right-handed,two-handed,Thea Frodin,Right (two-handed backhand),,missing_height_field,2008,resolved
Fruhvirtova B.,WTA,hand_only_no_backhand,Right-handed,,Brenda Fruhvirtová,Right-handed,,missing_height_field,2007,resolved
Fruhvirtova L.,WTA,resolved,Right-handed,two-handed,Linda Fruhvirtová,Right-handed (two-handed backhand),172.0,resolved,2005,resolved
Fullana L.,WTA,unresolved_name,,,,,,,,
Fung S.,WTA,resolved,Right-handed,two-handed,Stacey Fung,Right (two-handed backhand),170.0,resolved,1997,resolved
Gabueva A.,WTA,hand_only_no_backhand,Right-handed,,Angelina Gabueva,Right-handed,174.0,resolved,1988,resolved
Gadecki O.,WTA,hand_only_no_backhand,Right-handed,,Olivia Gadecki,Right-handed,,missing_height_field,2002,resolved
Galfi D.,WTA,missing_plays_field,,,Dalma Gálfi,,178.0,resolved,1998,resolved
Gao X.,WTA,unresolved_name,,,,,,,,
Garcia C.,WTA,resolved,Right-handed,two-handed,Caroline Garcia,Right-handed (two-handed backhand),177.8,resolved,1993,resolved
Garland J.,WTA,resolved,Right-handed,two-handed,Joanna Garland,Right (two-handed backhand),,missing_height_field,2001,resolved
Gasanova A.,WTA,resolved,Right-handed,two-handed,Anastasia Gasanova,Right-handed (two-handed backhand),172.0,resolved,1999,resolved
Gatto-Monticone G.,WTA,resolved,Right-handed,two-handed,Giulia Gatto-Monticone,Right (two-handed backhand),177.0,resolved,1987,resolved
Gauff C.,WTA,resolved,Right-handed,two-handed,Coco Gauff,Right-handed (two-handed backhand),175.3,resolved,2004,resolved
Geerlings Martinez A.,WTA,unresolved_name,,,,,,,,
Gervais J.,WTA,hand_only_no_backhand,Right-handed,,Julie Gervais,Right-handed,,missing_height_field,1991,resolved
Ghioroaie I.G,WTA,unresolved_name,,,,,,,,
Gibson T.,WTA,hand_only_no_backhand,Right-handed,,Talia Gibson,Right-handed,176.0,resolved,2004,resolved
Giorgi C.,WTA,resolved,Right-handed,two-handed,Camila Giorgi,Right-handed (two-handed backhand),168.0,resolved,1991,resolved
Gjorcheska L.,WTA,resolved,Right-handed,two-handed,Lina Gjorcheska,Right (two-handed backhand),180.0,resolved,1994,resolved
Glozman V.,WTA,unresolved_name,,,,,,,,
Glushko L.,WTA,hand_only_no_backhand,Right-handed,,Lina Glushko,Right-handed,,missing_height_field,2000,resolved
Golubic V.,WTA,resolved,Right-handed,one-handed,Viktorija Golubic,Right-handed (one-handed backhand),169.0,resolved,1992,resolved
Gorgodze E.,WTA,resolved,Left-handed,two-handed,Ekaterine Gorgodze,Left (two-handed backhand),,missing_height_field,1991,resolved
Govortsova O.,WTA,resolved,Right-handed,two-handed,Olga Govortsova,Right (two-handed backhand),182.0,resolved,1988,resolved
Grabher J.,WTA,missing_plays_field,,,Julia Grabher,,170.0,resolved,1996,resolved
Gracheva V.,WTA,resolved,Right-handed,two-handed,Varvara Gracheva,Right-handed (two-handed backhand),178.0,resolved,2000,resolved
Grammatikopoulou V.,WTA,missing_plays_field,,,Valentini Grammatikopoulou,,164.0,resolved,1997,resolved
Grant T.C.,WTA,missing_plays_field,,,Tyra Caterina Grant,,,missing_height_field,2008,resolved
Guo H.,WTA,unresolved_name,,,,,,,,
Haddad Maia B.,WTA,resolved,Left-handed,two-handed,Beatriz Haddad Maia,Left-handed (two-handed backhand),185.0,resolved,1996,resolved
Halep S.,WTA,no_infobox,,,Simona Halep,,168.0,resolved,1991,resolved
Han N.L.,WTA,unresolved_name,,,,,,,,
Harrison Ca.,WTA,unresolved_name,,,,,,,,
Hartono A.,WTA,resolved,Right-handed,two-handed,Arianne Hartono,Right (two-handed backhand),,missing_height_field,1996,resolved
Hatouka Y.,WTA,resolved,Right-handed,two-handed,Yuliya Hatouka,Right (two-handed backhand),,missing_height_field,2000,resolved
Havlickova L.,WTA,resolved,Right-handed,two-handed,Lucie Havlíčková,Right (two-handed backhand),178.0,resolved,2005,resolved
Hennemann C.W.,WTA,unresolved_name,,,,,,,,
Herazo M.,WTA,unresolved_name,,,,,,,,
Hercog P.,WTA,resolved,Right-handed,two-handed,Polona Hercog,Right (two-handed backhand),185.0,resolved,1991,resolved
Herrero Linana A.,WTA,resolved,Right-handed,two-handed,Alicia Herrero Liñana,Right (two-handed backhand),,missing_height_field,1998,resolved
Hesse A.,WTA,resolved,Right-handed,two-handed,Amandine Hesse,Right (two-handed backhand),164.0,resolved,1993,resolved
Hewitt D.,WTA,resolved,Right-handed,two-handed,Dalayna Hewitt,Right (two-handed backhand),,missing_height_field,2000,resolved
Hibino N.,WTA,resolved,Right-handed,two-handed,Nao Hibino,Right-handed (two-handed backhand),163.0,resolved,1994,resolved
Higuita Barraza M.,WTA,unresolved_name,,,,,,,,
Hives Z.,WTA,resolved,Right-handed,two-handed,Zoe Hives,Right-handed (two-handed backhand),,missing_height_field,1996,resolved
Hobgarski K.,WTA,missing_plays_field,,,Katharina Hobgarski,,171.0,resolved,1997,resolved
Hodzic M.,WTA,resolved,Right-handed,two-handed,Mina Hodzic,Right-handed (two-handed backhand),,missing_height_field,2002,resolved
Hon P.,WTA,resolved,Right-handed,two-handed,Priscilla Hon,Right (two-handed backhand),172.7,resolved,1998,resolved
Hontama M.,WTA,resolved,Right-handed,two-handed,Mai Hontama,Right (two-handed backhand),164.0,resolved,1999,resolved
Hosogi S.,WTA,resolved,Right-handed,two-handed,Sakura Hosogi,Right (two-handed both sides),159.0,resolved,2000,resolved
Hovde L.,WTA,resolved,Right-handed,two-handed,Liv Hovde,Right (two-handed backhand),,missing_height_field,2005,resolved
Hozumi E.,WTA,resolved,Right-handed,two-handed,Eri Hozumi,Right (two-handed backhand),168.0,resolved,1994,resolved
Hruncakova V.,WTA,resolved,Right-handed,two-handed,Viktória Hrunčáková,Right-handed (two-handed backhand),180.0,resolved,1998,resolved
Hsieh S.W.,WTA,resolved,Right-handed,two-handed,Hsieh Su-wei,Right-handed (two-handed both sides),169.0,resolved,1986,resolved
Hui K.,WTA,missing_plays_field,,,Katherine Hui,,,missing_height_field,2005,resolved
Hunter S.,WTA,unresolved_name,,,,,,,,
Iatcenko P.,WTA,hand_only_no_backhand,Right-handed,,Polina Iatcenko,Right-handed,173.0,resolved,2003,resolved
Ibragimova A.,WTA,hand_only_no_backhand,Right-handed,,Alevtina Ibragimova,Right-handed,,missing_height_field,2005,resolved
Ignatik A.,WTA,unresolved_name,,,,,,,,
Iliev S.,WTA,resolved,Right-handed,two-handed,Sarah Iliev,Right (two-handed backhand),,missing_height_field,2006,resolved
In-Albon Y.,WTA,resolved,Right-handed,two-handed,Ylena In-Albon,Right-handed (two-handed backhand),160.0,resolved,1999,resolved
Inglis M.,WTA,resolved,Right-handed,two-handed,Maddison Inglis,Right (two-handed backhand),171.0,resolved,1998,resolved
Inoue H.,WTA,no_infobox,,,Hiroshi Inoue (entomologist),,,missing_height_field,,missing_birth_date_field
Ishii S.,WTA,resolved,Right-handed,two-handed,Sayaka Ishii,Right (two-handed backhand),173.0,resolved,2005,resolved
Ito A.,WTA,hand_only_no_backhand,Right-handed,,Aoi Ito,Right-handed,,missing_height_field,2004,resolved
Jabeur O.,WTA,resolved,Right-handed,two-handed,Ons Jabeur,Right-handed (two-handed backhand),167.0,resolved,1994,resolved
Jacquemot E.,WTA,resolved,Right-handed,two-handed,Elsa Jacquemot,Right-handed (two-handed backhand),176.0,resolved,2003,resolved
Jakupovic D.,WTA,missing_plays_field,,,Dalila Jakupović,,170.0,resolved,1991,resolved
Jamrichova R.,WTA,resolved,Left-handed,two-handed,Renáta Jamrichová,Left (two-handed backhand),180.0,resolved,2007,resolved
Jang S.,WTA,unresolved_name,,,,,,,,
Jani R-L.,WTA,resolved,Right-handed,two-handed,Réka Luca Jani,Right (two-handed backhand),161.0,resolved,1991,resolved
Jani R.L.,WTA,resolved,Right-handed,two-handed,Réka Luca Jani,Right (two-handed backhand),161.0,resolved,1991,resolved
Janicijevic S.,WTA,resolved,Right-handed,two-handed,Séléna Janicijevic,Right (two-handed backhand),183.0,resolved,2002,resolved
Jeanjean L.,WTA,resolved,Right-handed,two-handed,Léolia Jeanjean,Right (two-handed backhand),168.0,resolved,1995,resolved
Jeong B.,WTA,unresolved_name,,,,,,,,
Jiang X.,WTA,unresolved_name,,,,,,,,
Jimenez Kasintseva V.,WTA,resolved,Left-handed,two-handed,Victoria Jiménez Kasintseva,Left-handed (two-handed backhand),180.0,resolved,2005,resolved
Jimenez V.,WTA,unresolved_name,,,,,,,,
Joint M.,WTA,hand_only_no_backhand,Right-handed,,Maya Joint,Right-handed,167.0,resolved,2006,resolved
Jones E.,WTA,no_infobox,,,Emilia Jones,,,missing_height_field,2002,resolved
Jones F.,WTA,resolved,Right-handed,two-handed,Francesca Jones (tennis),Right (two-handed backhand),173.0,resolved,2000,resolved
Jorovic I.,WTA,resolved,Right-handed,two-handed,Ivana Jorović,Right-handed (two-handed backhand),174.0,resolved,1997,resolved
Jovic I.,WTA,resolved,Right-handed,two-handed,Iva Jovic,Right (two-handed backhand),173.0,resolved,2007,resolved
Juvan K.,WTA,resolved,Right-handed,two-handed,Kaja Juvan,Right-handed (two-handed backhand),170.0,resolved,2000,resolved
Kabbaj Y.,WTA,resolved,Right-handed,two-handed,Yasmine Kabbaj,Right-handed (two-handed backhand),,missing_height_field,2004,resolved
Kalieva E.,WTA,hand_only_no_backhand,Right-handed,,Elvina Kalieva,Right-handed,,missing_height_field,2003,resolved
Kalinina A.,WTA,resolved,Right-handed,two-handed,Anhelina Kalinina,Right (two-handed backhand),180.0,resolved,1997,resolved
Kalinskaya A.,WTA,resolved,Right-handed,two-handed,Anna Kalinskaya,Right-handed (two-handed backhand),175.0,resolved,1998,resolved
Kanepi K.,WTA,resolved,Right-handed,two-handed,Kaia Kanepi,Right-handed (two-handed backhand),181.0,resolved,1985,resolved
Karatancheva L.,WTA,resolved,Right-handed,two-handed,Lia Karatancheva,Right-handed (two-handed backhand),,missing_height_field,2003,resolved
Kartal S.,WTA,resolved,Right-handed,two-handed,Sonay Kartal,Right (two-handed backhand),163.0,resolved,2001,resolved
Kasatkina D.,WTA,resolved,Right-handed,two-handed,Daria Kasatkina,Right-handed (two-handed backhand),170.0,resolved,1997,resolved
Kawa K.,WTA,resolved,Right-handed,two-handed,Katarzyna Kawa,Right (two-handed backhand),176.0,resolved,1992,resolved
Kenin S.,WTA,resolved,Right-handed,two-handed,Sofia Kenin,Right-handed (two-handed backhand),170.0,resolved,1998,resolved
Kerber A.,WTA,resolved,Left-handed,two-handed,Angelique Kerber,Left-handed (two-handed backhand),173.0,resolved,1988,resolved
Kessler M.,WTA,missing_plays_field,,,McCartney Kessler,,175.0,resolved,1999,resolved
Keys M.,WTA,resolved,Right-handed,two-handed,Madison Keys,Right-handed (two-handed backhand),177.8,resolved,1995,resolved
Khromacheva I.,WTA,resolved,Left-handed,two-handed,Irina Khromacheva,Left-handed (two-handed backhand),170.0,resolved,1995,resolved
Kiick A.,WTA,resolved,Right-handed,two-handed,Allie Kiick,Right (two-handed backhand),170.2,resolved,1995,resolved
Klimovicova L.,WTA,hand_only_no_backhand,Right-handed,,Linda Klimovičová,Right-handed,,missing_height_field,2004,resolved
Klugman H.,WTA,hand_only_no_backhand,Right-handed,,Hannah Klugman,Right-handed,,missing_height_field,2009,resolved
Knutson G.,WTA,hand_only_no_backhand,Right-handed,,Gabriela Knutson,Right-handed,,missing_height_field,1997,resolved
Kobori M.,WTA,resolved,Right-handed,two-handed,Momoko Kobori,Right (two-handed backhand),158.0,resolved,1998,resolved
Koevermans A.,WTA,resolved,Right-handed,two-handed,Anouk Koevermans,Right (two-handed backhand),,missing_height_field,2004,resolved
Konjuh A.,WTA,resolved,Right-handed,two-handed,Ana Konjuh,Right (two-handed backhand),174.0,resolved,1997,resolved
Kontaveit A.,WTA,resolved,Right-handed,two-handed,Anett Kontaveit,Right-handed (two-handed backhand),174.0,resolved,1995,resolved
Korneeva A.,WTA,resolved,Right-handed,two-handed,Alina Korneeva,Right (two-handed backhand),180.0,resolved,2007,resolved
Korpatsch T.,WTA,resolved,Right-handed,two-handed,Tamara Korpatsch,Right-handed (two-handed backhand),168.0,resolved,1995,resolved
Kostovic T.,WTA,resolved,Right-handed,two-handed,Teodora Kostović,Right-handed (double-handed backhand),176.0,resolved,2007,resolved
Kostyuk M.,WTA,resolved,Right-handed,two-handed,Marta Kostyuk,Right (two-handed backhand),175.0,resolved,2002,resolved
Kotliar Y.,WTA,hand_only_no_backhand,Right-handed,,Yelyzaveta Kotliar,Right-handed,,missing_height_field,2007,resolved
Kovackova A.,WTA,resolved,Right-handed,two-handed,Alena Kovačková,Right (two-handed backhand),,missing_height_field,2008,resolved
Kovackova J.,WTA,missing_plays_field,,,Jana Kovačková,,,missing_height_field,2010,resolved
Kovinic D.,WTA,resolved,Right-handed,two-handed,Danka Kovinić,Right (two-handed backhand),169.0,resolved,1994,resolved
Kozlova K.,WTA,resolved,Right-handed,two-handed,Kateryna Baindl,Right (two-handed backhand),175.0,resolved,1994,resolved
Kraus S.,WTA,hand_only_no_backhand,Right-handed,,Sinja Kraus,Right-handed,175.0,resolved,2002,resolved
Krejcikova B.,WTA,resolved,Right-handed,two-handed,Barbora Krejčíková,Right-handed (two-handed backhand),178.0,resolved,1995,resolved
Krueger A.,WTA,resolved,Right-handed,two-handed,Ashlyn Krueger,Right (two-handed backhand),185.0,resolved,2004,resolved
Krunic A.,WTA,resolved,Right-handed,two-handed,Aleksandra Krunić,Right-handed (two-handed backhand),163.0,resolved,1993,resolved
Ku Y.,WTA,no_infobox,,,Yi Ku,,,missing_height_field,1931,resolved
Kubka M.,WTA,missing_plays_field,,,Martyna Kubka,,,missing_height_field,2001,resolved
Kucova K.,WTA,resolved,Right-handed,two-handed,Kristína Kučová,Right (two-handed both sides),163.0,resolved,1990,resolved
Kudermetova P.,WTA,hand_only_no_backhand,Right-handed,,Polina Kudermetova,Right-handed,172.0,resolved,2003,resolved
Kudermetova V.,WTA,resolved,Right-handed,two-handed,Veronika Kudermetova,Right-handed (two-handed backhand),175.0,resolved,1997,resolved
Kulambayeva Z.,WTA,resolved,Right-handed,two-handed,Zhibek Kulambayeva,Right (two-handed backhand),172.0,resolved,2000,resolved
Kung L.,WTA,resolved,Right-handed,two-handed,Leonie Küng,Right (two-handed backhand),176.0,resolved,2000,resolved
Kuzmova V.,WTA,resolved,Right-handed,two-handed,Viktória Hrunčáková,Right-handed (two-handed backhand),180.0,resolved,1998,resolved
Kvitova P.,WTA,resolved,Left-handed,two-handed,Petra Kvitová,Left-handed (two-handed backhand),182.0,resolved,1990,resolved
Lamens S.,WTA,resolved,Right-handed,two-handed,Suzan Lamens,Right (two-handed backhand),168.0,resolved,1999,resolved
Lansere S.,WTA,missing_plays_field,,,Sofya Lansere,,,missing_height_field,2000,resolved
Lapko V.,WTA,resolved,Right-handed,two-handed,Vera Lapko,Right (two-handed backhand),184.0,resolved,1998,resolved
Laskutova K.,WTA,hand_only_no_backhand,Right-handed,,Ksenia Laskutova,Right-handed,,missing_height_field,1996,resolved
Lee C.Y.,WTA,missing_plays_field,,,Carol Young Suh Lee,,,missing_height_field,2001,resolved
Lee G.,WTA,no_infobox,,,Greta Lee,,,missing_height_field,1983,resolved
Leme Da Silva N.V.,WTA,unresolved_name,,,,,,,,
Lepchenko V.,WTA,resolved,Left-handed,two-handed,Varvara Lepchenko,Left-handed (two-handed backhand),180.0,resolved,1986,resolved
Lew Yan Foon A.,WTA,hand_only_no_backhand,Right-handed,,Astrid Lew Yan Foon,Right-handed,,missing_height_field,2005,resolved
Li A.,WTA,resolved,Right-handed,two-handed,Ann Li (tennis),Right-handed (two-handed backhand),170.2,resolved,2000,resolved
Liang E.S.,WTA,unresolved_name,,,,,,,,
Linette M.,WTA,resolved,Right-handed,two-handed,Magda Linette,Right-handed (two-handed backhand),171.0,resolved,1992,resolved
Lisicki S.,WTA,resolved,Right-handed,two-handed,Sabine Lisicki,Right-handed (two-handed backhand),178.0,resolved,1989,resolved
Liu C.,WTA,resolved,Right-handed,two-handed,Claire Liu,Right-handed (two-handed backhand),170.0,resolved,2000,resolved
Liu F.,WTA,unresolved_name,,,,,,,,
Liutova K.,WTA,resolved,Right-handed,two-handed,Kristina Liutova,<!-- e.g. Right-handed (two-handed backhand) -->,,missing_height_field,2010,resolved
Lizarazo Y.,WTA,resolved,Right-handed,two-handed,Yuliana Lizarazo,Right (two-handed backhand),175.0,resolved,1993,resolved
Lodikova D.,WTA,unresolved_name,,,,,,,,
Loeb J.,WTA,resolved,Right-handed,two-handed,Jamie Loeb,Right (two-handed backhand),168.0,resolved,1995,resolved
Lovric P.,WTA,resolved,Right-handed,two-handed,Pia Lovrič,Right (two-handed backhand),,missing_height_field,2002,resolved
Lu J.,WTA,unresolved_name,,,,,,,,
Lys E.,WTA,resolved,Right-handed,two-handed,Eva Lys,Right-handed (two-handed backhand),165.0,resolved,2002,resolved
Ma Y.,WTA,unresolved_name,,,,,,,,
Makarova E.,WTA,resolved,Left-handed,two-handed,Ekaterina Makarova,Left-handed (two-handed backhand),180.0,resolved,1988,resolved
Maleckova J.,WTA,resolved,Right-handed,two-handed,Jesika Malečková,Right-handed (two-handed backhand),169.0,resolved,1994,resolved
Malygina E.,WTA,resolved,Right-handed,two-handed,Elena Malygina,Right (two-handed backhand),,missing_height_field,2000,resolved
Mandlik E.,WTA,hand_only_no_backhand,Right-handed,,Elizabeth Mandlik,Right-handed,170.2,resolved,2001,resolved
Mansouri Y.,WTA,resolved,Right-handed,two-handed,Yasmine Mansouri,Right (two-handed backhand),,missing_height_field,2001,resolved
Marcinko P.,WTA,resolved,Right-handed,two-handed,Petra Marčinko,Right (two-handed backhand),176.0,resolved,2005,resolved
Maria T.,WTA,resolved,Right-handed,one-handed,Tatjana Maria,Right-handed (one-handed backhand),172.0,resolved,1987,resolved
Marino R.,WTA,resolved,Right-handed,two-handed,Rebecca Marino,Right (two-handed backhand),183.0,resolved,1990,resolved
Maristany G.,WTA,resolved,Right-handed,two-handed,Guiomar Maristany,Right (two-handed backhand),170.0,resolved,1999,resolved
Martic P.,WTA,resolved,Right-handed,two-handed,Petra Martić,Right-handed (two-handed backhand),181.0,resolved,1991,resolved
Martincova T.,WTA,resolved,Right-handed,two-handed,Tereza Martincová,Right (two-handed backhand),177.0,resolved,1994,resolved
Martinez Cirez C.,WTA,hand_only_no_backhand,Right-handed,,Carlota Martínez Círez,Right-handed,,missing_height_field,2001,resolved
Masarova R.,WTA,resolved,Right-handed,two-handed,Rebeka Masarova,Right (two-handed backhand),186.0,resolved,1999,resolved
Mateas M.,WTA,resolved,Right-handed,two-handed,Maria Mateas,Right (two-handed backhand),180.0,resolved,1999,resolved
Matoula M.,WTA,resolved,Right-handed,two-handed,Martha Matoula,Right (two-handed backhand),170.0,resolved,1997,resolved
Mboko V.,WTA,resolved,Right-handed,two-handed,Victoria Mboko,Right (two-handed backhand),178.0,resolved,2006,resolved
McNally C.,WTA,resolved,Right-handed,two-handed,Caty McNally,Right-handed (two-handed backhand),180.3,resolved,2001,resolved
Mchale C.,WTA,resolved,Right-handed,two-handed,Christina McHale,Right (two-handed backhand),170.0,resolved,1992,resolved
Mcnally C.,WTA,resolved,Right-handed,two-handed,Caty McNally,Right-handed (two-handed backhand),180.3,resolved,2001,resolved
Mediorreal A.V.,WTA,unresolved_name,,,,,,,,
Melnikova M.,WTA,missing_plays_field,,,Marina Melnikova,,173.0,resolved,1989,resolved
Mendez S.,WTA,resolved,Right-handed,two-handed,Seone Mendez,Right (two-handed backhand),,missing_height_field,1999,resolved
Mertens E.,WTA,resolved,Right-handed,two-handed,Elise Mertens,Right-handed (two-handed backhand),179.0,resolved,1995,resolved
Micic E.,WTA,hand_only_no_backhand,Right-handed,,Elena Micic,Right-handed,,missing_height_field,2004,resolved
Min G.,WTA,unresolved_name,,,,,,,,
Minella M.,WTA,resolved,Right-handed,two-handed,Mandy Minella,Right-handed (two-handed backhand),180.0,resolved,1985,resolved
Minnen G.,WTA,resolved,Right-handed,two-handed,Greet Minnen,Right (two-handed backhand),175.0,resolved,1997,resolved
Mitu A.,WTA,resolved,Right-handed,two-handed,Andreea Mitu,Right (two-handed backhand),175.0,resolved,1991,resolved
Miyazaki Y.,WTA,unresolved_name,,,,,,,,
Mladenovic K.,WTA,resolved,Right-handed,two-handed,Kristina Mladenovic,Right (two-handed backhand),184.0,resolved,1993,resolved
Monnet C.,WTA,hand_only_no_backhand,Right-handed,,Carole Monnet,Right-handed,,missing_height_field,2001,resolved
Monroy Y.,WTA,resolved,Right-handed,two-handed,Yuliana Monroy,Right (two-handed backhand),,missing_height_field,1998,resolved
Montgomery R.,WTA,resolved,Left-handed,two-handed,Robin Montgomery,Left-handed (two-handed backhand),178.0,resolved,2004,resolved
Morderger Y.,WTA,resolved,Right-handed,two-handed,Yana Morderger,Right (two-handed backhand),,missing_height_field,1997,resolved
Morvayova V.,WTA,hand_only_no_backhand,Right-handed,,Viktória Morvayová,Right-handed,,missing_height_field,2001,resolved
Mrdeza T.,WTA,resolved,Right-handed,two-handed,Tereza Mrdeža,Right (two-handed backhand),173.0,resolved,1990,resolved
Muchova K.,WTA,resolved,Right-handed,two-handed,Karolína Muchová,Right (two-handed backhand),180.0,resolved,1996,resolved
Muguruza G.,WTA,resolved,Right-handed,two-handed,Garbiñe Muguruza,Right-handed (two-handed backhand),182.0,resolved,1993,resolved
Muhammad A.,WTA,resolved,Right-handed,two-handed,Asia Muhammad,Right (two-handed backhand),178.0,resolved,1991,resolved
Naef C.,WTA,resolved,Right-handed,two-handed,Céline Naef,Right (two-handed backhand),167.0,resolved,2005,resolved
Nahimana S.,WTA,resolved,Right-handed,two-handed,Sada Nahimana,Right (two-handed backhand),,missing_height_field,2001,resolved
Naito Y.,WTA,resolved,Right-handed,two-handed,Yuki Naito,Right (two-handed backhand),163.0,resolved,2001,resolved
Naklo T.,WTA,missing_plays_field,,,Thasaporn Naklo,,,missing_height_field,2001,resolved
Navarro E.,WTA,resolved,Right-handed,two-handed,Emma Navarro,Right-handed (two-handed backhand),170.2,resolved,2001,resolved
Ngounoue C.,WTA,resolved,Right-handed,two-handed,Clervie Ngounoue,Right (two-handed backhand),169.0,resolved,2006,resolved
