Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Liu C.,Samsonova L.,Samsonova L.,69
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Lys E.,Montgomery R.,Lys E.,143
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Maria T.,Martic P.,Martic P.,47
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Marino R.,Tig P.M.,Tig P.M.,104
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Noskova L.,Brengle M.,Noskova L.,41
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Paolini J.,Ostapenko J.,Ostapenko J.,35
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Parks A.,Kasatkina D.,Kasatkina D.,42
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Parry D.,Boulter K.,Boulter K.,88
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Crawley F.,Pavlyuchenkova A.,98
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Pegula J.,Giorgi C.,Pegula J.,3
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Prozorova T.,Wozniacki C.,Wozniacki C.,227
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Putintseva Y.,Trevisan M.,Trevisan M.,78
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Ruse E.G.,Pliskova Ka.,Pliskova Ka.,167
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Siniakova K.,Kalinskaya A.,Kalinskaya A.,49
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Stearns P.,Tomova V.,Stearns P.,59
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Strycova B.,Kanepi K.,Kanepi K.,430
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Svitolina E.,Friedsam A.L.,Svitolina E.,26
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Tauson C.,Potapova A.,Tauson C.,87
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Vekic D.,Vickery S.,Vickery S.,22
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Vondrousova M.,Han N.L.,Vondrousova M.,9
US Open,2023-08-29,Outdoor,Hard,1st Round,3,Zvonareva V.,Wickmayer Y.,Wickmayer Y.,677
US Open,2023-08-30,Outdoor,Hard,1st Round,3,Blinkova A.,Burrage J.,Burrage J.,38
US Open,2023-08-30,Outdoor,Hard,1st Round,3,Kenin S.,Bogdan A.,Kenin S.,101
US Open,2023-08-30,Outdoor,Hard,1st Round,3,Krejcikova B.,Bronzetti L.,Bronzetti L.,12
US Open,2023-08-30,Outdoor,Hard,1st Round,3,Minnen G.,Williams V.,Minnen G.,97
US Open,2023-08-30,Outdoor,Hard,1st Round,3,Zanevska M.,Sabalenka A.,Sabalenka A.,112
US Open,2023-08-30,Outdoor,Hard,1st Round,3,Zheng Q.,Podoroska N.,Zheng Q.,23
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Bencic B.,Miyazaki Y.,Bencic B.,13
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Davis L.,Juvan K.,Juvan K.,50
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Frech M.,Muchova K.,Muchova K.,77
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Gauff C.,Andreeva M.,Gauff C.,6
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Haddad Maia B.,Townsend T.,Townsend T.,19
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Kalinskaya A.,Cirstea S.,Cirstea S.,89
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Masarova R.,Schmiedlova A.,Schmiedlova A.,71
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Mertens E.,Collins D.,Mertens E.,32
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Swiatek I.,Saville D.,Swiatek I.,1
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Wang Xin.,Sorribes Tormo S.,Wang Xin.,53
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Wang Xiy.,Pera B.,Pera B.,95
US Open,2023-08-30,Outdoor,Hard,2nd Round,3,Zhu L.,Azarenka V.,Zhu L.,44
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Alexandrova E.,Tsurenko L.,Alexandrova E.,20
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Avanesyan E.,Ostapenko J.,Ostapenko J.,66
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Brady J.,Linette M.,Brady J.,433
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Bronzetti L.,Lys E.,Bronzetti L.,76
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Keys M.,Wickmayer Y.,Keys M.,17
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Korpatsch T.,Samsonova L.,Samsonova L.,75
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Svitolina E.,Svitolina E.,98
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Burel C.,Burel C.,25
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Sabalenka A.,Burrage J.,Sabalenka A.,2
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Tauson C.,Stearns P.,Stearns P.,87
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Trevisan M.,Vondrousova M.,Vondrousova M.,58
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Wang Y.,Boulter K.,Boulter K.,114
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Wozniacki C.,Kvitova P.,Wozniacki C.,623
US Open,2023-08-31,Outdoor,Hard,2nd Round,3,Zheng Q.,Kanepi K.,Zheng Q.,23
US Open,2023-09-01,Outdoor,Hard,2nd Round,3,Jabeur O.,Noskova L.,Jabeur O.,5
US Open,2023-09-01,Outdoor,Hard,2nd Round,3,Kasatkina D.,Kenin S.,Kasatkina D.,14
US Open,2023-09-01,Outdoor,Hard,2nd Round,3,Martic P.,Bouzkova M.,Bouzkova M.,37
US Open,2023-09-01,Outdoor,Hard,2nd Round,3,Pegula J.,Tig P.M.,Pegula J.,3
US Open,2023-09-01,Outdoor,Hard,2nd Round,3,Vickery S.,Minnen G.,Minnen G.,204
US Open,2023-09-01,Outdoor,Hard,3rd Round,3,Brady J.,Wozniacki C.,Wozniacki C.,433
US Open,2023-09-01,Outdoor,Hard,3rd Round,3,Juvan K.,Swiatek I.,Swiatek I.,145
US Open,2023-09-01,Outdoor,Hard,3rd Round,3,Ostapenko J.,Pera B.,Ostapenko J.,21
US Open,2023-09-01,Outdoor,Hard,3rd Round,3,Townsend T.,Muchova K.,Muchova K.,132
US Open,2023-09-01,Outdoor,Hard,3rd Round,3,Wang Xin.,Schmiedlova A.,Wang Xin.,53
US Open,2023-09-02,Outdoor,Hard,3rd Round,3,Cirstea S.,Rybakina E.,Cirstea S.,30
US Open,2023-09-02,Outdoor,Hard,3rd Round,3,Gauff C.,Mertens E.,Gauff C.,6
US Open,2023-09-02,Outdoor,Hard,3rd Round,3,Minnen G.,Kasatkina D.,Kasatkina D.,97
US Open,2023-09-02,Outdoor,Hard,3rd Round,3,Sabalenka A.,Burel C.,Sabalenka A.,2
US Open,2023-09-02,Outdoor,Hard,3rd Round,3,Samsonova L.,Keys M.,Keys M.,15
US Open,2023-09-02,Outdoor,Hard,3rd Round,3,Svitolina E.,Pegula J.,Pegula J.,26
US Open,2023-09-02,Outdoor,Hard,3rd Round,3,Zheng Q.,Bronzetti L.,Zheng Q.,23
US Open,2023-09-02,Outdoor,Hard,3rd Round,3,Zhu L.,Bencic B.,Bencic B.,44
US Open,2023-09-03,Outdoor,Hard,3rd Round,3,Bouzkova M.,Jabeur O.,Jabeur O.,31
US Open,2023-09-03,Outdoor,Hard,3rd Round,3,Stearns P.,Boulter K.,Stearns P.,59
US Open,2023-09-03,Outdoor,Hard,3rd Round,3,Vondrousova M.,Alexandrova E.,Vondrousova M.,9
US Open,2023-09-03,Outdoor,Hard,4th Round,3,Cirstea S.,Bencic B.,Cirstea S.,30
US Open,2023-09-03,Outdoor,Hard,4th Round,3,Wang Xin.,Muchova K.,Muchova K.,53
US Open,2023-09-03,Outdoor,Hard,4th Round,3,Wozniacki C.,Gauff C.,Gauff C.,623
US Open,2023-09-04,Outdoor,Hard,4th Round,3,Jabeur O.,Zheng Q.,Zheng Q.,5
US Open,2023-09-04,Outdoor,Hard,4th Round,3,Keys M.,Pegula J.,Keys M.,17
US Open,2023-09-04,Outdoor,Hard,4th Round,3,Ostapenko J.,Swiatek I.,Ostapenko J.,21
US Open,2023-09-04,Outdoor,Hard,4th Round,3,Stearns P.,Vondrousova M.,Vondrousova M.,59
US Open,2023-09-05,Outdoor,Hard,4th Round,3,Sabalenka A.,Kasatkina D.,Sabalenka A.,2
US Open,2023-09-05,Outdoor,Hard,Quarterfinals,3,Ostapenko J.,Gauff C.,Gauff C.,21
US Open,2023-09-06,Outdoor,Hard,Quarterfinals,3,Muchova K.,Cirstea S.,Muchova K.,10
US Open,2023-09-06,Outdoor,Hard,Quarterfinals,3,Zheng Q.,Sabalenka A.,Sabalenka A.,23
US Open,2023-09-07,Outdoor,Hard,Quarterfinals,3,Keys M.,Vondrousova M.,Keys M.,17
US Open,2023-09-08,Outdoor,Hard,Semifinals,3,Muchova K.,Gauff C.,Gauff C.,10
US Open,2023-09-08,Outdoor,Hard,Semifinals,3,Sabalenka A.,Keys M.,Sabalenka A.,2
US Open,2023-09-09,Outdoor,Hard,The Final,3,Sabalenka A.,Gauff C.,Gauff C.,2
Japan Open,2023-09-11,Outdoor,Hard,1st Round,3,Baindl K.,Krueger A.,Krueger A.,84
Japan Open,2023-09-11,Outdoor,Hard,1st Round,3,Podoroska N.,Yuan Y.,Podoroska N.,71
Japan Open,2023-09-11,Outdoor,Hard,1st Round,3,Savinykh V.,Friedsam A.L.,Savinykh V.,171
Japan Open,2023-09-11,Outdoor,Hard,1st Round,3,Shnaider D.,Putintseva Y.,Putintseva Y.,83
San Diego Open,2023-09-11,Outdoor,Hard,1st Round,3,Navarro E.,Paolini J.,Navarro E.,61
San Diego Open,2023-09-11,Outdoor,Hard,1st Round,3,Parks A.,Potapova A.,Potapova A.,46
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Doi M.,Hartono A.,Hartono A.,329
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Fruhvirtova L.,Dart H.,Dart H.,68
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Hibino N.,Marino R.,Marino R.,81
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Hontama M.,Jang S.,Hontama M.,176
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Mandlik E.,Parry D.,Mandlik E.,167
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Niemeier J.,Kalinskaya A.,Kalinskaya A.,136
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Ponchet J.,Golubic V.,Ponchet J.,140
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Raina A.,Uchijima M.,Uchijima M.,181
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Sakatsume H.,Eala A.,Sakatsume H.,184
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Udvardy P.,Maria T.,Udvardy P.,126
Japan Open,2023-09-12,Outdoor,Hard,1st Round,3,Zhu L.,Wang Xiy.,Zhu L.,35
San Diego Open,2023-09-12,Outdoor,Hard,1st Round,3,Bencic B.,Sasnovich A.,Sasnovich A.,15
San Diego Open,2023-09-12,Outdoor,Hard,1st Round,3,Collins D.,Chirico L.,Collins D.,43
San Diego Open,2023-09-12,Outdoor,Hard,1st Round,3,Kalinina A.,Pliskova Ka.,Kalinina A.,28
San Diego Open,2023-09-12,Outdoor,Hard,1st Round,3,Kudermetova V.,Kenin S.,Kenin S.,18
San Diego Open,2023-09-12,Outdoor,Hard,1st Round,3,Linette M.,Kostyuk M.,Kostyuk M.,24
San Diego Open,2023-09-12,Outdoor,Hard,1st Round,3,Ngounoue C.,Volynets K.,Volynets K.,477
San Diego Open,2023-09-12,Outdoor,Hard,1st Round,3,Osorio M.,Frech M.,Osorio M.,75
San Diego Open,2023-09-12,Outdoor,Hard,1st Round,3,Ostapenko J.,Alexandrova E.,Ostapenko J.,16
Japan Open,2023-09-13,Outdoor,Hard,1st Round,3,Teichmann J.,Wang Xin.,Wang Xin.,138
Japan Open,2023-09-13,Outdoor,Hard,2nd Round,3,Dart H.,Kalinskaya A.,Kalinskaya A.,161
Japan Open,2023-09-13,Outdoor,Hard,2nd Round,3,Hontama M.,Podoroska N.,Hontama M.,176
Japan Open,2023-09-13,Outdoor,Hard,2nd Round,3,Ponchet J.,Krueger A.,Krueger A.,140
Japan Open,2023-09-13,Outdoor,Hard,2nd Round,3,Putintseva Y.,Savinykh V.,Putintseva Y.,88
San Diego Open,2023-09-13,Outdoor,Hard,1st Round,3,Haddad Maia B.,Fernandez L.A.,Haddad Maia B.,20
San Diego Open,2023-09-13,Outdoor,Hard,1st Round,3,Mertens E.,Stephens S.,Stephens S.,29
San Diego Open,2023-09-13,Outdoor,Hard,2nd Round,3,Krejcikova B.,Kalinina A.,Krejcikova B.,13
San Diego Open,2023-09-13,Outdoor,Hard,2nd Round,3,Ostapenko J.,Collins D.,Collins D.,16
San Diego Open,2023-09-13,Outdoor,Hard,2nd Round,3,Potapova A.,Jabeur O.,Potapova A.,27
San Diego Open,2023-09-13,Outdoor,Hard,2nd Round,3,Sasnovich A.,Navarro E.,Navarro E.,102
San Diego Open,2023-09-13,Outdoor,Hard,2nd Round,3,Volynets K.,Kenin S.,Kenin S.,117
Japan Open,2023-09-14,Outdoor,Hard,2nd Round,3,Mandlik E.,Marino R.,Mandlik E.,167
Japan Open,2023-09-14,Outdoor,Hard,2nd Round,3,Sakatsume H.,Wang Xin.,Wang Xin.,184
Japan Open,2023-09-14,Outdoor,Hard,2nd Round,3,Udvardy P.,Hartono A.,Hartono A.,126
Japan Open,2023-09-14,Outdoor,Hard,2nd Round,3,Zhu L.,Uchijima M.,Zhu L.,35
San Diego Open,2023-09-14,Outdoor,Hard,2nd Round,3,Garcia C.,Stephens S.,Garcia C.,10
San Diego Open,2023-09-14,Outdoor,Hard,2nd Round,3,Kostyuk M.,Haddad Maia B.,Haddad Maia B.,45
San Diego Open,2023-09-14,Outdoor,Hard,Quarterfinals,3,Garcia C.,Collins D.,Collins D.,10
San Diego Open,2023-09-14,Outdoor,Hard,Quarterfinals,3,Kenin S.,Potapova A.,Kenin S.,93
Japan Open,2023-09-15,Outdoor,Hard,Quarterfinals,3,Hontama M.,Hartono A.,Hontama M.,176
Japan Open,2023-09-15,Outdoor,Hard,Quarterfinals,3,Krueger A.,Kalinskaya A.,Krueger A.,123
Japan Open,2023-09-15,Outdoor,Hard,Quarterfinals,3,Mandlik E.,Zhu L.,Zhu L.,167
Japan Open,2023-09-15,Outdoor,Hard,Quarterfinals,3,Putintseva Y.,Wang Xin.,Wang Xin.,88
San Diego Open,2023-09-15,Outdoor,Hard,Quarterfinals,3,Krejcikova B.,Haddad Maia B.,Krejcikova B.,13
San Diego Open,2023-09-15,Outdoor,Hard,Quarterfinals,3,Sakkari M.,Navarro E.,Navarro E.,9
San Diego Open,2023-09-15,Outdoor,Hard,Semifinals,3,Krejcikova B.,Collins D.,Krejcikova B.,13
Japan Open,2023-09-16,Outdoor,Hard,Semifinals,3,Krueger A.,Hontama M.,Krueger A.,123
Japan Open,2023-09-16,Outdoor,Hard,Semifinals,3,Wang Xin.,Zhu L.,Zhu L.,39
San Diego Open,2023-09-16,Outdoor,Hard,Semifinals,3,Navarro E.,Kenin S.,Kenin S.,61
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Baptiste H.,Fernandez L.,Baptiste H.,174
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Davis L.,Parks A.,Parks A.,55
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Kalinina A.,Min G.,Kalinina A.,28
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Mladenovic K.,Bucsa C.,Bucsa C.,192
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Paolini J.,Chirico L.,Paolini J.,35
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Pliskova Ka.,Shibahara E.,Pliskova Ka.,36
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Sanchez A.S.,Yastremska D.,Yastremska D.,438
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Sasnovich A.,Rus A.,Sasnovich A.,89
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Schuurs D.,Trevisan M.,Trevisan M.,136
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Townsend T.,Tomljanovic A.,Townsend T.,101
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Wickmayer Y.,Mertens E.,Mertens E.,70
Guadalajara Open,2023-09-17,Outdoor,Hard,1st Round,3,Zarazua R.,Bouchard E.,Bouchard E.,181
Japan Open,2023-09-17,Outdoor,Hard,The Final,3,Krueger A.,Zhu L.,Krueger A.,123
San Diego Open,2023-09-17,Outdoor,Hard,The Final,3,Krejcikova B.,Kenin S.,Krejcikova B.,13
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Arango E.,Potapova A.,Arango E.,180
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Azarenka V.,Montgomery R.,Azarenka V.,23
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Giorgi C.,Sherif M.,Giorgi C.,56
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Kostyuk M.,Fung S.,Kostyuk M.,42
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Mateas M.,Navarro E.,Navarro E.,348
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Muhammad A.,Fernandez L.A.,Fernandez L.A.,349
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Osorio M.,Frech M.,Frech M.,16
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Shymanovich I.,Hunter S.,Hunter S.,160
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Stearns P.,Dolehide C.,Dolehide C.,43
Guadalajara Open,2023-09-18,Outdoor,Hard,1st Round,3,Stephens S.,Li A.,Stephens S.,38
Guadalajara Open,2023-09-18,Outdoor,Hard,2nd Round,3,Baptiste H.,Pliskova Ka.,Baptiste H.,174
Guadalajara Open,2023-09-18,Outdoor,Hard,2nd Round,3,Kudermetova V.,Bouchard E.,Kudermetova V.,19
Guadalajara Open,2023-09-18,Outdoor,Hard,2nd Round,3,Paolini J.,Trevisan M.,Trevisan M.,35
Guangzhou Open,2023-09-18,Outdoor,Hard,1st Round,3,Fruhvirtova L.,Tauson C.,Tauson C.,117
Guangzhou Open,2023-09-18,Outdoor,Hard,1st Round,3,Linette M.,Burrage J.,Linette M.,27
Guangzhou Open,2023-09-18,Outdoor,Hard,1st Round,3,Liu C.,Shnaider D.,Shnaider D.,69
Guangzhou Open,2023-09-18,Outdoor,Hard,1st Round,3,Masarova R.,Baindl K.,Masarova R.,64
Guangzhou Open,2023-09-18,Outdoor,Hard,1st Round,3,Minnen G.,Parry D.,Minnen G.,68
Guangzhou Open,2023-09-18,Outdoor,Hard,1st Round,3,Niemeier J.,Dart H.,Dart H.,136
Guadalajara Open,2023-09-19,Outdoor,Hard,1st Round,3,Zhao C.,Kenin S.,Kenin S.,242
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Alexandrova E.,Frech M.,Alexandrova E.,20
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Arango E.,Stephens S.,Arango E.,180
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Bucsa C.,Giorgi C.,Giorgi C.,87
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Fernandez L.A.,Mertens E.,Fernandez L.A.,74
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Kalinina A.,Kenin S.,Kenin S.,28
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Sasnovich A.,Garcia C.,Garcia C.,89
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Townsend T.,Kalieva E.,Townsend T.,101
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Vickery S.,Dolehide C.,Dolehide C.,175
Guadalajara Open,2023-09-19,Outdoor,Hard,2nd Round,3,Yastremska D.,Azarenka V.,Azarenka V.,102
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Bai Z.,Papamichail D.,Bai Z.,129
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Hruncakova V.,Kalinskaya A.,Hruncakova V.,128
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Korpatsch T.,Yuan Y.,Yuan Y.,78
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Maria T.,Eala A.,Maria T.,48
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Marino R.,Golubic V.,Golubic V.,138
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Podoroska N.,Wang Xiy.,Wang Xiy.,84
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Ponchet J.,Uchijima M.,Uchijima M.,149
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Putintseva Y.,You X.,Putintseva Y.,81
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Saville D.,Friedsam A.L.,Saville D.,264
Guangzhou Open,2023-09-19,Outdoor,Hard,1st Round,3,Yang Y.,Bronzetti L.,Bronzetti L.,236
Guadalajara Open,2023-09-20,Outdoor,Hard,2nd Round,3,Keys M.,Navarro E.,Navarro E.,12
Guadalajara Open,2023-09-20,Outdoor,Hard,2nd Round,3,Ostapenko J.,Kostyuk M.,Ostapenko J.,16
Guadalajara Open,2023-09-20,Outdoor,Hard,2nd Round,3,Parks A.,Jabeur O.,Jabeur O.,45
Guadalajara Open,2023-09-20,Outdoor,Hard,2nd Round,3,Sakkari M.,Hunter S.,Sakkari M.,9
Guadalajara Open,2023-09-20,Outdoor,Hard,3rd Round,3,Alexandrova E.,Dolehide C.,Dolehide C.,20
Guadalajara Open,2023-09-20,Outdoor,Hard,3rd Round,3,Garcia C.,Baptiste H.,Garcia C.,11
Guadalajara Open,2023-09-20,Outdoor,Hard,3rd Round,3,Kenin S.,Ostapenko J.,Kenin S.,53
Guadalajara Open,2023-09-20,Outdoor,Hard,3rd Round,3,Navarro E.,Fernandez L.A.,Fernandez L.A.,49
Guadalajara Open,2023-09-20,Outdoor,Hard,3rd Round,3,Sakkari M.,Giorgi C.,Sakkari M.,9
Guadalajara Open,2023-09-20,Outdoor,Hard,3rd Round,3,Townsend T.,Arango E.,Arango E.,101
Guangzhou Open,2023-09-20,Outdoor,Hard,2nd Round,3,Maria T.,Bai Z.,Maria T.,48
Guangzhou Open,2023-09-20,Outdoor,Hard,2nd Round,3,Masarova R.,Golubic V.,Masarova R.,64
Guangzhou Open,2023-09-20,Outdoor,Hard,2nd Round,3,Minnen G.,Dart H.,Minnen G.,68
Guangzhou Open,2023-09-20,Outdoor,Hard,2nd Round,3,Saville D.,Linette M.,Linette M.,264
Guangzhou Open,2023-09-20,Outdoor,Hard,2nd Round,3,Shnaider D.,Wang Xiy.,Wang Xiy.,83
Guangzhou Open,2023-09-20,Outdoor,Hard,2nd Round,3,Uchijima M.,Bronzetti L.,Bronzetti L.,173
Guangzhou Open,2023-09-20,Outdoor,Hard,2nd Round,3,Yuan Y.,Hruncakova V.,Hruncakova V.,137
Guadalajara Open,2023-09-21,Outdoor,Hard,3rd Round,3,Azarenka V.,Kudermetova V.,Azarenka V.,23
Guadalajara Open,2023-09-21,Outdoor,Hard,3rd Round,3,Jabeur O.,Trevisan M.,Trevisan M.,7
Guadalajara Open,2023-09-21,Outdoor,Hard,Quarterfinals,3,Azarenka V.,Garcia C.,Garcia C.,23
Guadalajara Open,2023-09-21,Outdoor,Hard,Quarterfinals,3,Kenin S.,Fernandez L.A.,Kenin S.,53
Guangzhou Open,2023-09-21,Outdoor,Hard,Quarterfinals,3,Hruncakova V.,Wang Xiy.,Wang Xiy.,128
Guangzhou Open,2023-09-21,Outdoor,Hard,Quarterfinals,3,Linette M.,Masarova R.,Linette M.,27
Guangzhou Open,2023-09-21,Outdoor,Hard,Quarterfinals,3,Maria T.,Putintseva Y.,Putintseva Y.,48
Guangzhou Open,2023-09-21,Outdoor,Hard,Quarterfinals,3,Minnen G.,Bronzetti L.,Minnen G.,68
Guadalajara Open,2023-09-22,Outdoor,Hard,Quarterfinals,3,Arango E.,Sakkari M.,Sakkari M.,180
Guadalajara Open,2023-09-22,Outdoor,Hard,Quarterfinals,3,Dolehide C.,Trevisan M.,Dolehide C.,111
Guadalajara Open,2023-09-22,Outdoor,Hard,Semifinals,3,Dolehide C.,Kenin S.,Dolehide C.,111
Guangzhou Open,2023-09-22,Outdoor,Hard,Semifinals,3,Linette M.,Putintseva Y.,Linette M.,27
Guangzhou Open,2023-09-22,Outdoor,Hard,Semifinals,3,Minnen G.,Wang Xiy.,Wang Xiy.,68
Guadalajara Open,2023-09-23,Outdoor,Hard,Semifinals,3,Garcia C.,Sakkari M.,Sakkari M.,11
Guangzhou Open,2023-09-23,Outdoor,Hard,The Final,3,Wang Xiy.,Linette M.,Wang Xiy.,88
Guadalajara Open,2023-09-24,Outdoor,Hard,The Final,3,Sakkari M.,Dolehide C.,Sakkari M.,9
Ningbo Open,2023-09-25,Outdoor,Hard,1st Round,3,Avanesyan E.,Tauson C.,Tauson C.,68
Ningbo Open,2023-09-25,Outdoor,Hard,1st Round,3,Baindl K.,Yuan Y.,Baindl K.,88
Ningbo Open,2023-09-25,Outdoor,Hard,1st Round,3,Friedsam A.L.,Kvitova P.,Kvitova P.,112
Ningbo Open,2023-09-25,Outdoor,Hard,1st Round,3,Hruncakova V.,Blinkova A.,Blinkova A.,113
Ningbo Open,2023-09-25,Outdoor,Hard,1st Round,3,Putintseva Y.,Saville D.,Putintseva Y.,73
Ningbo Open,2023-09-25,Outdoor,Hard,1st Round,3,Teichmann J.,Bronzetti L.,Bronzetti L.,145
Ningbo Open,2023-09-25,Outdoor,Hard,1st Round,3,Zvonareva V.,Boulter K.,Zvonareva V.,526
Toray Pan Pacific Open Tennis Tournament,2023-09-25,Outdoor,Hard,1st Round,3,Day K.,Uchijima M.,Day K.,96
Toray Pan Pacific Open Tennis Tournament,2023-09-25,Outdoor,Hard,1st Round,3,Hibino N.,Hontama M.,Hontama M.,92
Toray Pan Pacific Open Tennis Tournament,2023-09-25,Outdoor,Hard,1st Round,3,Krueger A.,Kalinina A.,Kalinina A.,75
Toray Pan Pacific Open Tennis Tournament,2023-09-25,Outdoor,Hard,1st Round,3,Saigo R.,Bucsa C.,Bucsa C.,400
Toray Pan Pacific Open Tennis Tournament,2023-09-25,Outdoor,Hard,1st Round,3,Samsonova L.,Maria T.,Samsonova L.,22
Ningbo Open,2023-09-26,Outdoor,Hard,1st Round,3,Burrage J.,Korpatsch T.,Korpatsch T.,91
Ningbo Open,2023-09-26,Outdoor,Hard,1st Round,3,Cirstea S.,Liu C.,Cirstea S.,26
Ningbo Open,2023-09-26,Outdoor,Hard,1st Round,3,Gracheva V.,Savinykh V.,Savinykh V.,48
Ningbo Open,2023-09-26,Outdoor,Hard,1st Round,3,Parry D.,Jabeur O.,Jabeur O.,99
